title,price,location,Tình trạng,Năm sản xuất,Xuất xứ,Động cơ,Kiểu dáng,Hộp số,Số Km đã đi,Dẫn động,Màu ngoại thất,Màu nội thất,Số cửa,Số chỗ ngồi
Xe Mercedes Benz C class C250	2014,350 Triệu,"1333/58C Huỳnh Tấn Phát. Phú Thuận, Quận 7(bãi gửi xe titi) TP HCM",Xe đã dùng,2014,Trong nước,Xăng 1.8 L,Sedan,Số tự động,"78,000 Km",RFD - Dẫn động cầu sau,Bạc,Đen,4 cửa,5 chỗ
Xe Mercedes Benz R class R300	2011,480 Triệu,"1333/58C Huỳnh Tấn Phát. Phú Thuận, Quận 7(bãi gửi xe titi) TP HCM",Xe đã dùng,2011,Nhập khẩu,Xăng 3.0 L,Crossover,Số tự động,"88,000 Km",RFD - Dẫn động cầu sau,Xám,Đen,5 cửa,7 chỗ
Xe Ford Territory Titanium X 1.5 AT	2024,819 Triệu,"2 Trần Hữu Dực, Mỹ Đình Hà Nội",Xe đã dùng,2024,Trong nước,Xăng 1.5 L,SUV,Số tự động,"17,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,5 chỗ
Xe Toyota Prado TXL 2.7L	2010,650 Triệu,321 Phạm Văn Đồng - Bắc Từ Liêm Hà Nội,Xe đã dùng,2010,Nhập khẩu,Xăng 2.7 L,SUV,Số tự động,"180,000 Km",4WD - Dẫn động 4 bánh,Bạc,Đen,5 cửa,7 chỗ
Xe Honda City 1.5 AT	2014,279 Triệu,"2 Trần Hữu Dực, Mỹ Đình Hà Nội",Xe đã dùng,2014,Trong nước,Xăng 1.5 L,Sedan,Số tự động,"120,000 Km",FWD - Dẫn động cầu trước,Đen,Đen,4 cửa,5 chỗ
Xe Kia Seltos Premium 1.6 AT	2022,615 Triệu,Hà Nội Hà Nội,Xe đã dùng,2022,Trong nước,Xăng 1.6 L,Crossover,Số tự động,"31,000 Km",FWD - Dẫn động cầu trước,Trắng,Kem,5 cửa,5 chỗ
Xe Kia Seltos Deluxe 1.4 AT	2021,520 Triệu,"Số 17A Vũ Đức Thận, Long Biên Hà Nội",Xe đã dùng,2021,Trong nước,Xăng 1.4 L,Crossover,Số tự động,"32,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Peugeot 2008 GT Line 1.2 AT	2022,645 Triệu,"Số 5 Nguyễn Khánh Toàn, Cầu Giấy, Hà Nội. ( đối diện 20 Nguyễn Khánh Toàn ). Hà Nội",Xe đã dùng,2022,Trong nước,Xăng 1.2 L,Crossover,Số tự động,"60,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Lexus RX 350	2010,790 Triệu,"CT2 Văn Phòng Quốc Hội , Xuân Phương , Hà Nội Hà Nội",Xe đã dùng,2010,Nhập khẩu,Xăng 3.5 L,SUV,Số tự động,"86,000 Km",FWD - Dẫn động cầu trước,Trắng,Kem,5 cửa,5 chỗ
Xe Toyota Corolla Cross 1.8V	2022,695 Triệu,"Tổ 10 Pháp Vân, Phường Hoàng Liệt Hà Nội",Xe đã dùng,2022,Nhập khẩu,Xăng 1.8 L,SUV,Số tự động,"39,000 Km",FWD - Dẫn động cầu trước,Bạc,Đen,5 cửa,5 chỗ
Xe Kia Morning Si AT	2016,245 Triệu,Xã Toàn Thắng Huyện Kim Động Tỉnh Hưng Yên Hưng Yên,Xe đã dùng,2016,Trong nước,Xăng 1.25 L,Hatchback,Số tự động,"65,000 Km",FWD - Dẫn động cầu trước,Trắng,Ghi,5 cửa,5 chỗ
Xe Lexus GX 460	2016,2 Tỷ 580 Triệu,755 Nguyễn Xiển - Đại Kim - Hoàng Mai - Hà Nội Hà Nội,Xe đã dùng,2016,Nhập khẩu,Xăng 4.6 L,SUV,Số tự động,"120,000 Km",AWD - 4 bánh toàn thời gian,Đen,Nâu,5 cửa,7 chỗ
Xe Hyundai Accent 1.4 AT Đặc Biệt	2021,425 Triệu,"Trung Kênh, Lương Tài Bắc Ninh",Xe đã dùng,2021,Trong nước,Xăng 1.4 L,Sedan,Số tự động,"80,000 Km",FWD - Dẫn động cầu trước,Đen,Kem,4 cửa,5 chỗ
Xe Daewoo Lacetti EX	2009,105 Triệu,"Số 53 Tổ 25, Phường Đồng Tiến, Tp Hòa Bình Hòa Bình",Xe đã dùng,2009,Trong nước,Xăng 1.6 L,Sedan,Số tay,-,FWD - Dẫn động cầu trước,Bạc,Kem,4 cửa,5 chỗ
Xe Toyota Innova Cross 2.0 CVT	2024,810 Triệu,"Mr Huy, Xã Quất Lưu, H. Bình Xuyên Vĩnh Phúc",Xe đã dùng,2024,Nhập khẩu,Xăng 2.0 L,Crossover,Số tự động,"35,000 Km",FWD - Dẫn động cầu trước,Nâu,Nhiều màu,5 cửa,8 chỗ
Xe Ford Everest Sport 2.0L 4x2 AT	2023,1 Tỷ 109 Triệu,"Số 16G Đường Trần Phú, P.Lộc Sơn, Tp. Bảo Lộc Lâm Đồng",Xe đã dùng,2023,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"22,000 Km",RFD - Dẫn động cầu sau,Đen,Đen,5 cửa,7 chỗ
Xe Honda CRV 2.4 AT	2014,450 Triệu,"1090 Trần Nhân Tông, P Kiến An Hải Phòng",Xe đã dùng,2014,Trong nước,Xăng 2.4 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Volvo S90 Inscription T6 AWD	2021,1 Tỷ 500 Triệu,Số 26 Cầu Diễn (Trụ cầu 146 - 147) Hà Nội,Xe đã dùng,2021,Nhập khẩu,Xăng 2.0 L,Sedan,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Nâu,4 cửa,5 chỗ
Xe Mazda 2 Sport Luxury	2024,515 Triệu,16 Dương Đình Nghệ Cầu Giấy Hà Nội Hà Nội,Xe đã dùng,2024,Nhập khẩu,Xăng 1.5 L,Hatchback,Số tự động,"11,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Mercedes Benz S class S500L	2013,1 Tỷ 49 Triệu,"70 đường 15, KĐT Vạn Phúc, Hiệp Bình TP HCM",Xe đã dùng,2013,Trong nước,Xăng 4.7 L,Sedan,Số tự động,"90,100 Km",RFD - Dẫn động cầu sau,Đen,Kem,4 cửa,5 chỗ
Xe Toyota Land Cruiser VX 4.6 V8	2013,1 Tỷ 750 Triệu,"Đường Hoàng Liệt, Linh Đàm Hà Nội",Xe đã dùng,2013,Nhập khẩu,Xăng 4.6 L,SUV,Số tự động,"160,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,8 chỗ
Xe Ford Transit Premium+	2025,900 Triệu,88 Nguyễn Xiển - Hạ Đình - Thanh Xuân Hà Nội,Xe mới,2025,Trong nước,Dầu 2.3 L,Van/Minivan,Số tay,-,RFD - Dẫn động cầu sau,Bạc,Ghi,4 cửa,18 chỗ
Xe Omoda C5 Premium 1.5 Turbo	2024,530 Triệu,"805A Giải Phóng, Giáp Bát, Hoàng Mai Hà Nội",Xe mới,2024,Nhập khẩu,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Xám,Đen,5 cửa,5 chỗ
Xe Volkswagen Golf 2.0 TSI R Performance 4Motion	2025,1 Tỷ 898 Triệu,"Tầng 1, Toà nhà CT3 Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 2.0 L,Hatchback,Số tự động,-,AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,5 chỗ
Xe Toyota Land Cruiser 3.5 V6	2025,4 Tỷ 580 Triệu,Nam Từ Liêm Hà Nội,Xe mới,2025,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Kem,5 cửa,7 chỗ
Xe Toyota Camry 2.5 HEV Mid	2025,1 Tỷ 330 Triệu,"315 Trường Chinh, Phường Khương Mai, Quận Thanh Xuân Hà Nội",Xe mới,2025,Nhập khẩu,Hybrid 2.5 L,Sedan,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Màu khác,4 cửa,5 chỗ
Xe Mercedes Benz GLC 300 4Matic	2024,2 Tỷ 389 Triệu,"32 Tân Thắng, P. Sơn Kỳ, Q. Tân Phú TP HCM",Xe mới,2024,Trong nước,Hybrid 2.0 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Nhiều màu,5 cửa,5 chỗ
Xe Toyota Land Cruiser 3.5 V6	2025,4 Tỷ 580 Triệu,Thanh Xuân Hà Nội,Xe mới,2025,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Đen,Kem,5 cửa,7 chỗ
Xe Honda CRV L	2024,1 Tỷ 150 Triệu,"26A Lê Hồng Phong, Q Ngô Quyền Hải Phòng",Xe mới,2024,Trong nước,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Đen,Đen,5 cửa,7 chỗ
Xe Kia Sonet Luxury 1.5 AT	2024,565 Triệu,"234-244 Lê Duẩn, TP Buôn Ma Thuột Đăk Lăk",Xe đã dùng,2024,Trong nước,Xăng 1.5 L,SUV,Số tự động,"18,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe LandRover Discovery HSE SDV6	2014,1 Tỷ 890 Triệu,Số 26 Xuân Tảo Hà Nội,Xe đã dùng,2014,Nhập khẩu,Dầu 3.0 L,SUV,Số tự động,"120,000 Km",AWD - 4 bánh toàn thời gian,Vàng,Đen,5 cửa,7 chỗ
Xe Volkswagen Teramont 2.0 AT	2023,1 Tỷ 788 Triệu,"Lô B1, Đường D3, KCN Cát Lái, TP Thủ Đức TP HCM",Xe mới,2023,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,7 chỗ
Xe Mercedes Benz GLS 450 4Matic	2021,3 Tỷ 650 Triệu,"21 Nguyễn Văn Cừ, Long Biên Hà Nội",Xe đã dùng,2021,Nhập khẩu,Xăng 3.0 L,SUV,Số tự động,"60,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Kem,5 cửa,7 chỗ
Xe Hyundai Accent 1.4 AT	2024,448 Triệu,Trạm thu phí số 1 - Ql5- H. Văn Lâm Hưng Yên,Xe đã dùng,2024,Trong nước,Xăng 1.4 L,Sedan,Số tự động,-,FWD - Dẫn động cầu trước,Đỏ,Nhiều màu,4 cửa,5 chỗ
Xe Kia Carnival Premium 2.2D 8S	2024,1 Tỷ 395 Triệu,98 Nghĩa Tân - Cầu Giấy Hà Nội,Xe đã dùng,2024,Trong nước,Dầu 2.2 L,Van/Minivan,Số tự động,"20,000 Km",FWD - Dẫn động cầu trước,Trắng,Xám,5 cửa,8 chỗ
Xe Ford Everest Titanium 2.0L 4x2 AT	2022,1 Tỷ 130 Triệu,"Kp. Hiệp Trường, P. Hiệp Tân, Tx. Hoà Thành Tây Ninh",Xe đã dùng,2022,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"27,000 Km",RFD - Dẫn động cầu sau,Đen,Đen,5 cửa,7 chỗ
Xe Ford Territory Titanium X 1.5 AT	2024,815 Triệu,"Lô 4/3, Đường số 4, Kcn Phan Thiết 1, Phong Nẫm, Phan Thiết Bình Thuận",Xe đã dùng,2024,Trong nước,Xăng 1.5 L,SUV,Số tự động,"34,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe VinFast Herio Green AT	2025,469 Triệu,"Khu Cầu Quan, Trung Sơn Trầm , Sơn Tây Hà Nội",Xe mới,2025,Trong nước,Điện,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,-,5 cửa,5 chỗ
Xe Hyundai SantaFe 2.4L 4WD	2017,575 Triệu,"585 - 700 Trần Tất Văn, Quận Kiến An Hải Phòng",Xe đã dùng,2017,Trong nước,Xăng 2.4 L,SUV,Số tự động,"77,000 Km",4WD - Dẫn động 4 bánh,Xanh,Đen,5 cửa,7 chỗ
Xe Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt	2024,910 Triệu,Hạ Yên Quyết - Yên Hoà - Cầu Giấy Hà Nội,Xe đã dùng,2024,Trong nước,Xăng 1.6 L,Crossover,Số tự động,"20,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,5 chỗ
Xe Hyundai Creta Đặc biệt 1.5 AT	2024,620 Triệu,"Khu Nam Ga, P Giếng Đáy, Tp Hạ Long Quảng Ninh",Xe đã dùng,2024,Trong nước,Xăng 1.5 L,SUV,Số tự động,"29,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Toyota Land Cruiser VX 4.6 V8	2017,3 Tỷ 190 Triệu,"Tổ 10 Pháp Vân, Phường Hoàng Liệt Hà Nội",Xe đã dùng,2017,Nhập khẩu,Xăng 4.6 L,SUV,Số tự động,"115,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,8 chỗ
Xe Mazda 2 1.5 AT	2021,375 Triệu,"Nghĩa Tân, Nghĩa Đô Hà Nội",Xe đã dùng,2021,Nhập khẩu,Xăng 1.5 L,Sedan,Số tự động,"41,000 Km",FWD - Dẫn động cầu trước,Đỏ,Nhiều màu,4 cửa,5 chỗ
Xe Hyundai Stargazer Tiêu chuẩn 1.5 AT	2024,460 Triệu,"3 Căn VILLA 05 - 06 - 07 Lô C1 Khu đô thị Yên Hòa, Phường Yên Hòa, Quận Cầu Giấy ( Cạnh Công Viên Yên Hoà ) Hà Nội",Xe đã dùng,2024,Nhập khẩu,Xăng 1.5 L,Van/Minivan,Số tự động,"30,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,7 chỗ
Xe Ford Fiesta S 1.0 AT Ecoboost	2017,265 Triệu,138 Phạm Văn Đồng Hà Nội,Xe đã dùng,2017,Trong nước,Xăng 1.0 L,Hatchback,Số tự động,"60,000 Km",FWD - Dẫn động cầu trước,Trắng,-,5 cửa,5 chỗ
Xe Lexus RX 350 AWD	2011,735 Triệu,"222 Đinh Bộ Lĩnh, P 26, Q. Bình Thạnh TP HCM",Xe đã dùng,2011,Nhập khẩu,Xăng 3.5 L,SUV,Số tự động,"98,900 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,5 chỗ
Xe Kia K3 Premium 1.6 AT	2022,545 Triệu,"QL 131, Thôn Đạc Tài,Xã Sóc Sơn,TP. Hà Nội Hà Nội",Xe đã dùng,2022,Trong nước,Xăng 1.6 L,Sedan,Số tự động,"62,000 Km",FWD - Dẫn động cầu trước,Đỏ,Nhiều màu,4 cửa,5 chỗ
Xe Lexus RX 350	2012,1 Tỷ 50 Triệu,"190-192 Cổ Linh, Long Biên Hà Nội",Xe đã dùng,2012,Nhập khẩu,Xăng 3.5 L,SUV,Số tự động,"120,000 Km",FWD - Dẫn động cầu trước,Đen,Nâu,5 cửa,5 chỗ
Xe Honda HRV L	2021,585 Triệu,"Số 523 Nguyễn Văn Linh, Quận Lê Chân Hải Phòng",Xe đã dùng,2021,Nhập khẩu,Xăng 1.8 L,Crossover,Số tự động,"51,000 Km",FWD - Dẫn động cầu trước,Đen,Xám,5 cửa,5 chỗ
Xe Ford Everest Platinum 2.0L 4x4 AT	2025,1 Tỷ 585 Triệu,"321 Phạm Văn Đồng, Xuân Đỉnh, Quận Bắc Từ Liêm Hà Nội",Xe đã dùng,2025,Nhập khẩu,Dầu 2.0 L,SUV,Số tự động,"19,000 Km",4WD - Dẫn động 4 bánh,Đen,Đen,5 cửa,7 chỗ
Xe Toyota Prado TXL 2.7L	2016,1 Tỷ 220 Triệu,"321 Phạm Văn Đồng, Xuân Đỉnh, Quận Bắc Từ Liêm Hà Nội",Xe đã dùng,2016,Nhập khẩu,Xăng 2.7 L,SUV,Số tự động,"150,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,7 chỗ
Xe Hyundai Stargazer Tiêu chuẩn 1.5 AT	2024,460 Triệu,"Số 79 Nguyễn Chánh, Trung Hoà, Cầu Giấy Hà Nội",Xe đã dùng,2024,Nhập khẩu,Xăng 1.5 L,Van/Minivan,Số tự động,"36,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,7 chỗ
Xe Honda Civic G 1.8 AT	2020,520 Triệu,"570 Nguyễn Văn Cừ, TP Buôn Ma Thuột Đăk Lăk",Xe đã dùng,2020,Nhập khẩu,Xăng 1.8 L,Sedan,Số tự động,"52,014 Km",FWD - Dẫn động cầu trước,Trắng,Đen,4 cửa,5 chỗ
Xe SYM Khác T30i	2025,220 Triệu,"Đường Lê Thái Tổ, Phường Võ Cường Bắc Ninh",Xe đã dùng,2025,Trong nước,Xăng,Truck,Số tay,"2,500 Km",RFD - Dẫn động cầu sau,Xanh,Nhiều màu,2 cửa,3 chỗ
Xe Kia Morning GT-Line	2022,355 Triệu,"86 Vũ Đức Thận, Long Biên Hà Nội",Xe đã dùng,2022,Trong nước,Xăng 1.25 L,Hatchback,Số tự động,"60,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Honda HRV G	2024,615 Triệu,"KĐT RoseTown 79 Ngọc Hồi, Hoàng Mai (gần Bx Nước Ngầm) Hà Nội",Xe đã dùng,2024,Nhập khẩu,Xăng 1.5 L,Crossover,Số tự động,"11,000 Km",FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Mitsubishi Attrage 1.2CVT	2017,245 Triệu,"QL7, Công Thành, Yên Thành Nghệ An",Xe đã dùng,2017,Nhập khẩu,Xăng 1.2 L,Sedan,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Nhiều màu,4 cửa,5 chỗ
Xe Toyota Corolla altis 1.8G MT	2008,180 Triệu,"Khu Hà Liễu, phường Gia Cẩm, Tp Việt Trì Phú Thọ",Xe đã dùng,2008,Trong nước,Xăng 1.8 L,Sedan,Số tay,"180,000 Km",FWD - Dẫn động cầu trước,Đen,Ghi,4 cửa,5 chỗ
Xe Toyota Corolla Cross 1.8V	2021,769 Triệu,"40 Lê Thánh Tông, Ngô Quyền Hải Phòng",Xe đã dùng,2021,Nhập khẩu,Xăng 1.8 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Đỏ,Đen,5 cửa,5 chỗ
Xe Suzuki Super Carry Van Blind Van	2020,175 Triệu,"135 Tích Lộc, Phúc Thọ Hà Nội",Xe đã dùng,2020,Trong nước,Xăng 1.0 L,Van/Minivan,Số tay,"50,000 Km",RFD - Dẫn động cầu sau,Đỏ,Ghi,5 cửa,2 chỗ
Xe Toyota Camry 2.5Q	2015,575 Triệu,"Số 212+ 216 đường Trần Hưng Đạo , Tp Hoa Lư Ninh Bình",Xe đã dùng,2015,Trong nước,Xăng 2.5 L,Sedan,Số tự động,"126,000 Km",FWD - Dẫn động cầu trước,Vàng,Đen,4 cửa,5 chỗ
Xe Lexus GX 460	2011,1 Tỷ 380 Triệu,"321 Phạm Văn Đồng, Xuân Đỉnh, Quận Bắc Từ Liêm Hà Nội",Xe đã dùng,2011,Nhập khẩu,Xăng 4.6 L,SUV,Số tự động,"120,000 Km",AWD - 4 bánh toàn thời gian,Vàng,Kem,5 cửa,7 chỗ
Xe Mazda 2 1.5 AT	2024,425 Triệu,307 Nguyễn Văn Linh Hải Phòng,Xe đã dùng,2024,Nhập khẩu,Xăng 1.5 L,Sedan,Số tự động,"15,000 Km",FWD - Dẫn động cầu trước,Trắng,Nhiều màu,4 cửa,5 chỗ
Xe Peugeot 3008 1.6 AT	2018,495 Triệu,"321 Phạm Văn Đồng, Xuân Đỉnh, Quận Bắc Từ Liêm Hà Nội",Xe đã dùng,2018,Trong nước,Xăng 1.6 L,Crossover,Số tự động,"90,000 Km",FWD - Dẫn động cầu trước,Nâu,Đen,5 cửa,5 chỗ
Xe Mercedes Benz GLC 300 4Matic	2018,979 Triệu,Hạ Yên Quyết - Yên Hoà - Cầu Giấy Hà Nội,Xe đã dùng,2018,Trong nước,Xăng 2.0 L,SUV,Số tự động,"80,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,5 chỗ
Xe Mercedes Benz GLC 300 4Matic	2021,1 Tỷ 486 Triệu,Hà Nội Hà Nội,Xe đã dùng,2021,Trong nước,Xăng 2.0 L,SUV,Số tự động,"50,000 Km",AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,5 chỗ
Xe Kia Carnival Signature 2.2D	2023,1 Tỷ 269 Triệu,Lô E Hạ Yên Quyết Hà Nội,Xe đã dùng,2023,Trong nước,Dầu 2.2 L,Van/Minivan,Số tự động,"40,000 Km",FWD - Dẫn động cầu trước,Đen,Nâu,5 cửa,7 chỗ
Xe Toyota Alphard HEV 2.5 AT	2025,4 Tỷ 615 Triệu,Cầu Giấy Hà Nội,Xe mới,2025,Nhập khẩu,Hybrid 2.5 L,Van/Minivan,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Nâu,5 cửa,7 chỗ
Xe VinFast VF8 Plus AWD	2025,1 Tỷ 128 Triệu,"Số 8, đường Phạm Hùng, Phường Mai Dịch, Quận Cầu Giấy Hà Nội",Xe mới,2025,Trong nước,Điện,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Xanh,Nâu,5 cửa,5 chỗ
Xe Hyundai i10 Grand 1.2 AT	2018,279 Triệu,"821 Nguyễn Hữu Thọ, Quận Cẩm Lệ Đà Nẵng",Xe đã dùng,2018,Trong nước,Xăng 1.2 L,Sedan,Số tự động,"79,000 Km",FWD - Dẫn động cầu trước,Cát,Nhiều màu,4 cửa,5 chỗ
Xe Volvo XC60 T6 AWD Inscription	2020,1 Tỷ 190 Triệu,"321 Phạm Văn Đồng, Xuân Đỉnh, Quận Bắc Từ Liêm Hà Nội",Xe đã dùng,2020,Nhập khẩu,Xăng 2.0 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Đen,5 cửa,5 chỗ
Xe Kia Sorento Signature 2.2 AT AWD	2021,939 Triệu,"792 Nguyễn Thị Định, P Thạnh Mỹ Lợi, TP Thủ Đức TP HCM",Xe đã dùng,2021,Trong nước,Dầu 2.2 L,SUV,Số tự động,"40,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Kem,5 cửa,7 chỗ
Xe Toyota Land Cruiser 3.5 V6	2025,4 Tỷ 580 Triệu,Cầu Giấy Hà Nội,Xe mới,2025,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Đen,5 cửa,7 chỗ
Xe Toyota Land Cruiser 3.5 V6	2025,4 Tỷ 580 Triệu,Cầu Giấy Hà Nội,Xe mới,2025,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Đen,Kem,5 cửa,7 chỗ
Xe Toyota Innova 2.0G	2017,460 Triệu,188 - Nguyễn Văn Cừ - Võ Cường - TP. Bắc Ninh Bắc Ninh,Xe đã dùng,2017,Trong nước,Xăng 2.0 L,Crossover,Số tự động,"90,000 Km",RFD - Dẫn động cầu sau,Bạc,Nâu,5 cửa,8 chỗ
Xe Mercedes Benz GLC 250 4Matic	2018,950 Triệu,68 Lê Văn Lương Hà Nội,Xe đã dùng,2018,Trong nước,Xăng 2.0 L,SUV,Số tự động,"80,000 Km",AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,5 chỗ
Xe BMW X3 xDrive30i M Sport	2024,2 Tỷ 79 Triệu,"Số 12 Mai Chí Thọ, P. An Lợi Đông, Tp. Thủ Đức TP HCM",Xe mới,2024,Trong nước,Xăng 2.0 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Trắng,Nâu,5 cửa,5 chỗ
Xe Toyota Land Cruiser 3.5 V6	2025,4 Tỷ 580 Triệu,"Cầu Giấy, Hà Nội Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,-,AWD - 4 bánh toàn thời gian,Đen,Đen,5 cửa,7 chỗ
Xe Mazda CX5 Premium Exclusive 2.0 AT	2024,855 Triệu,Hạ Yên Quyết - Yên Hoà - Cầu Giấy Hà Nội,Xe đã dùng,2024,Trong nước,Xăng 2.0 L,SUV,Số tự động,"9,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Toyota Prado LC250 2.4L	2025,3 Tỷ 440 Triệu,"Cầu Giấy, Hà Nội Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 2.4 L,SUV,Số tự động,-,4WD - Dẫn động 4 bánh,Trắng,Kem,5 cửa,7 chỗ
Xe Lexus ES 250	2022,2 Tỷ 150 Triệu,"70 Trương Công Giai, Phường Dịch Vọng Hậu, Quận Cầu Giấy Hà Nội",Xe đã dùng,2022,Nhập khẩu,Xăng 2.5 L,Sedan,Số tự động,"29,000 Km",FWD - Dẫn động cầu trước,Đen,Nâu,4 cửa,5 chỗ
Xe Kia Sonet Luxury 1.5 AT	2025,585 Triệu,"88 Khúc Thừa Dụ,Cầu Giấy Hà Nội",Xe đã dùng,2025,Trong nước,Xăng 1.5 L,SUV,Số tự động,"2,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Toyota Corolla Cross 1.8HEV	2025,888 Triệu,"Cầu Giấy, Hà Nội Hà Nội",Xe mới,2025,Nhập khẩu,Hybrid 1.8 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Lexus LX 600 Urban	2025,9 Tỷ 299 Triệu,Số 9 Nguyễn Văn Cừ - Long Biên Hà Nội,Xe đã dùng,2025,Nhập khẩu,Xăng 3.4 L,SUV,Số tự động,499 Km,AWD - 4 bánh toàn thời gian,Xanh,Nâu,5 cửa,7 chỗ
Xe Toyota Fortuner 2.4L 4x2 AT	2022,948 Triệu,"Ngã ba Ông Xã, ĐT743B, khu phố Đông Tân, Dĩ An Bình Dương",Xe đã dùng,2022,Trong nước,Dầu 2.4 L,SUV,Số tự động,"68,000 Km",RFD - Dẫn động cầu sau,Trắng,Đen,5 cửa,7 chỗ
Xe Peugeot 3008 Allure 1.6 AT	2020,665 Triệu,"549 Nguyễn Văn Cừ, Long Biên Hà Nội",Xe đã dùng,2020,Trong nước,Xăng 1.6 L,Crossover,Số tự động,"84,000 Km",FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Toyota Corolla Cross 1.8HEV	2025,915 Triệu,"286 Nguyễn Tất Thành, Thanh Miếu , Việt Trì Phú Thọ",Xe đã dùng,2025,Nhập khẩu,Hybrid 1.8 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Toyota Yaris Cross 1.5 D-CVT	2025,630 Triệu,"Cầu Giấy, Hà Nội Hà Nội",Xe mới,2025,Nhập khẩu,Xăng 1.5 L,SUV,Số tự động,-,FWD - Dẫn động cầu trước,Trắng,Đen,5 cửa,5 chỗ
Xe Toyota Previa GL 2.4 AT	2010,580 Triệu,"178 Bình Quới, P28, Q. Bình Thạnh TP HCM",Xe đã dùng,2010,Nhập khẩu,Xăng 2.4 L,Van/Minivan,Số tự động,"112,000 Km",FWD - Dẫn động cầu trước,Vàng,Kem,5 cửa,7 chỗ
Xe Toyota Innova 2.0E	2019,399 Triệu,"919 Thiên Lôi, Quận Lê Chân Hải Phòng",Xe đã dùng,2019,Trong nước,Xăng 2.0 L,Crossover,Số tay,"80,000 Km",RFD - Dẫn động cầu sau,Ghi,Kem,5 cửa,8 chỗ
